
0	നീതി	Valid			
0	സമാധാനം	Valid			
0	മനം	Valid			
0	ക്രൂര	Valid			
0	ഒരു	Valid			
0	പുതു	Valid			
0	ആഗ്രഹം	Valid			
0	എന്ന്	Valid			
0	തമ്മിൽ	Valid			
0	ജനത	Valid			
0	വാഗ്ദാനം	Valid			
0	ഈ	Valid			
0	മേൽപ്പറഞ്ഞ	Valid			
0	ജനറൽ	Valid			
0	അസംബ്ലി	Valid			
0	ഈ	Valid			
0	ഒരു	Valid			
0	ക്രമേണ	Valid			
0	ഈ	Valid			
0	ജാതി	Valid			
0	മതം	Valid			
0	നിറം	Valid			
0	ഭാഷ	Valid			
0	കുലം	Valid			
0	ഈ	Valid			
0	രാഷ്ട്രീയ	Valid			
0	പരിമിത	Valid			
0	ഏതായാലും	Valid			
0	വേണ്ടതില്ല	Valid			
0	ഈ	Valid			
0	മനുഷ്യ	invalid	മനുഷ്യ	മനുഷ്യർ	മനുഷ്യൻ
0	സമുദായത്തിന്റെ	invalid	സമുദായത്തിന്റെ	സമുദായത്തിൻറെ	സമയത്തിന്റെ
0	ജന്മസിദ്ധമായ	invalid	ജന്മസിദ്ധം	പ്രസിദ്ധമായ	ജന്മസ്ഥലമായ
0	അന്തസ്സും	invalid	അന്തസ്സും	അന്തസ്സ്	അന്ത്യവും
0	സമാവകാശവും	invalid	ഉടമാവകാശവും	സാവകാശം	അവകാശവും
0	ലോകത്തിൽ	invalid	ലോകത്തിൽ	ശ്ലോകത്തിൽ	ലോകതലത്തിൽ
0	സ്വാതന്ത്ര്യം	invalid	സ്വാതന്ത്ര്യം	സ്വാതന്ത്ര്യ	സ്വാതന്ത്ര്യവും
0	എന്നിവയുടെ	invalid	എന്നിവയുടെ	എന്നിവരുടെ	എന്നിവയെ
0	സ്ഥാപനത്തിന്നു	invalid	സ്ഥാപനത്തിന്	സ്ഥാപനത്തിനു	സ്ഥാപനത്തിനും
0	അടിസ്ഥാനമായിരിക്കുന്നതിനാലും	invalid	അവസ്ഥിതമായിരിക്കുന്നു	അടയിരിക്കുന്നതും	അവസാനിപ്പിക്കുന്നതിനും
0	മനുഷ്യാവകാശങ്ങളെ	invalid	മനുഷ്യാവകാശങ്ങളെ	മനുഷ്യാവകാശ	മനുഷ്യശരീരങ്ങളെ
0	വകവെക്കാത്തതുകൊണ്ടു	invalid	കക്കത്തോടുകൾകൊണ്ട്	വ്യത്യസ്തമായതുകൊണ്ടു	വെണ്ണക്കല്ലുകൊണ്ട്
0	മടുപ്പിക്കുന്ന	invalid	മുളപ്പിക്കുന്നതു	കുഴപ്പിക്കുന്ന	സമർപ്പിക്കുന്നു
0	സംഭവങ്ങളുണ്ടാകുന്നതിനാലും	invalid	വ്യതിയാനങ്ങളുണ്ടാകുന്നതിനാൽ	സംഘങ്ങളുണ്ടാകും	സംഭവിക്കുന്നതിനാലാവാം
0	സർവ്വതോന്മുഖമായ	invalid	സ്വന്തമായ	സ്വതന്ത്രമായ	നാനോന്മുഖമായ
0	സ്വാതന്ത്ര്യവും	invalid	സ്വാതന്ത്ര്യവും	സ്വാതന്ത്ര്യം	സ്വാതന്ത്രവും
0	സമൃദ്ധിയും	invalid	സമൃദ്ധിയും	സമൃദ്ധിയായ	സൃഷ്ടിയും
0	മനുഷ്യനു	invalid	മനുഷ്യനു	മനുഷ്യന്	മനുഷ്യനെ
0	അനുഭവിക്കാവുന്ന	invalid	അനുഭവിക്കുന്ന	അനുഭവിക്കുന്നു	അനുവദിക്കുന്നു
0	ലോകത്തിന്റെ	invalid	ലോകത്തിന്റെ	ഭൂലോകത്തിന്റെ	ലോകത്തിന്
0	സ്ഥാപനമാണ്‌	invalid	സ്ഥാപനമാണ്‌	സ്ഥാപനമാണ്	സ്ഥാനമാണ്‌
0	പൊതുജനങ്ങളുടെ	invalid	പൊതുജനങ്ങളുടെ	പൊതുജനങ്ങളെ	ജനങ്ങളുടെ
0	പ്രഖ്യാപിക്കപ്പെട്ടിരിക്കുന്നതിനാലും	invalid	പ്രഖ്യാപിക്കപ്പെട്ടിരിക്കുന്നു	പ്രഖ്യാപിക്കപ്പെട്ടിരുന്നു	പരാമർശിക്കപ്പെട്ടിരിക്കുന്നു
0	ഹിംസാമാർഗ്ഗം	invalid	ഗുഹാമാർഗ്ഗം	വിമാനമാർഗ്ഗം	മാർഗ്ഗം
0	സ്വീകരിക്കാതിരിക്കണമെങ്കിൽ	invalid	കാണിക്കണമെങ്കിൽ	സ്വീകരിച്ചിരിക്കുന്ന	സ്വീകരിക്കപ്പെട്ടിരിക്കുന്ന
0	നിയമാനുസൃതമായി	invalid	നിയമാനുസൃതമായ	നിയമാനുസൃതം	അനുസൃതമായി
0	വകവെച്ചു	invalid	വെച്ചു	വെച്ചും	പകരംവെച്ചു
0	കൊടുക്കേണ്ടതാണെന്നുള്ളതിനാലും	invalid	നോക്കേണ്ടതാണെന്ന്	കൊടുക്കുന്നതിനു	ഉപയോഗിക്കേണ്ടതാണെന്നും
0	രാഷ്ട്രങ്ങൾ	invalid	രാഷ്ട്രങ്ങൾ	രാഷ്ടങ്ങൾ	സഖ്യരാഷ്ട്രങ്ങൾ
0	സൌഹൃദം	invalid	സൌഹൃദം	സൌഹൃദവും	സൗഹൃദം
0	പുലർത്തേണ്ടതാണെന്നുള്ളതിനാലും	invalid
